product_id,name,category,brand,price,rating,stock,supplier,delivery_days,warranty_months,compliance_level,description,tags
P-0121,Jabra Pro Headset 120,Headset,Jabra,226.48,4.8,59,Contoso Business Tech,7,12,Business,"Jabra headset for enterprise procurement, team onboarding and managed office equipment refreshes.","headset, office, enterprise, standard-delivery, high-rating"
P-0122,Logitech Team Headset 121,Headset,Logitech,170.8,4.2,130,Umbrella Office Systems,9,48,Business,"Logitech headset for enterprise procurement, team onboarding and managed office equipment refreshes.","headset, office, enterprise, standard-delivery, value"
P-0123,Poly Secure Headset 122,Headset,Poly,242.81,4.9,154,Contoso Business Tech,11,24,Eco-Preferred,"Poly headset for enterprise procurement, team onboarding and managed office equipment refreshes.","headset, office, enterprise, standard-delivery, high-rating"
P-0124,Logitech Plus Headset 123,Headset,Logitech,241.21,4.2,233,Northwind Office Supply,3,12,Business,"Logitech headset for enterprise procurement, team onboarding and managed office equipment refreshes.","headset, office, enterprise, fast-delivery, value"
P-0125,Poly Team Headset 124,Headset,Poly,110.34,4.0,229,Umbrella Office Systems,10,24,Business,"Poly headset for enterprise procurement, team onboarding and managed office equipment refreshes.","headset, office, enterprise, standard-delivery, value"
P-0126,Logitech Plus Webcam 100,Webcam,Logitech,192.29,4.2,115,Northwind Office Supply,5,24,Enterprise,"Logitech webcam for enterprise procurement, team onboarding and managed office equipment refreshes.","webcam, office, enterprise, fast-delivery, value"
P-0127,Anker Fleet Webcam 101,Webcam,Anker,58.5,4.3,123,Globex Workplace,6,36,ISO-Ready,"Anker webcam for enterprise procurement, team onboarding and managed office equipment refreshes.","webcam, office, enterprise, standard-delivery, value"
P-0128,Razer Team Webcam 102,Webcam,Razer,220.8,3.9,201,Contoso Business Tech,9,24,Eco-Preferred,"Razer webcam for enterprise procurement, team onboarding and managed office equipment refreshes.","webcam, office, enterprise, standard-delivery, value"
P-0129,Logitech Essential Webcam 103,Webcam,Logitech,118.42,4.2,242,Globex Workplace,1,36,ISO-Ready,"Logitech webcam for enterprise procurement, team onboarding and managed office equipment refreshes.","webcam, office, enterprise, fast-delivery, value"
P-0130,Microsoft Pro Webcam 104,Webcam,Microsoft,175.74,4.6,79,Northwind Office Supply,12,12,Business,"Microsoft webcam for enterprise procurement, team onboarding and managed office equipment refreshes.","webcam, office, enterprise, standard-delivery, high-rating"
P-0131,Logitech Essential Webcam 105,Webcam,Logitech,210.61,4.0,201,Fabrikam Procurement,5,24,Business,"Logitech webcam for enterprise procurement, team onboarding and managed office equipment refreshes.","webcam, office, enterprise, fast-delivery, value"
P-0132,Logitech Ultra Webcam 106,Webcam,Logitech,221.09,3.9,59,Globex Workplace,2,36,ISO-Ready,"Logitech webcam for enterprise procurement, team onboarding and managed office equipment refreshes.","webcam, office, enterprise, fast-delivery, value"
P-0133,Razer Team Webcam 107,Webcam,Razer,85.65,4.0,229,Globex Workplace,3,24,Standard,"Razer webcam for enterprise procurement, team onboarding and managed office equipment refreshes.","webcam, office, enterprise, fast-delivery, value"
P-0134,Logitech Plus Webcam 108,Webcam,Logitech,182.97,4.5,245,Globex Workplace,5,48,ISO-Ready,"Logitech webcam for enterprise procurement, team onboarding and managed office equipment refreshes.","webcam, office, enterprise, fast-delivery, high-rating"
P-0135,Logitech Ultra Webcam 109,Webcam,Logitech,82.5,3.8,144,Contoso Business Tech,8,24,Business,"Logitech webcam for enterprise procurement, team onboarding and managed office equipment refreshes.","webcam, office, enterprise, standard-delivery, value"
P-0136,Anker Essential Webcam 110,Webcam,Anker,118.61,4.0,21,Globex Workplace,6,48,Eco-Preferred,"Anker webcam for enterprise procurement, team onboarding and managed office equipment refreshes.","webcam, office, enterprise, standard-delivery, value"
P-0137,Microsoft Fleet Webcam 111,Webcam,Microsoft,212.98,4.1,169,Umbrella Office Systems,2,24,ISO-Ready,"Microsoft webcam for enterprise procurement, team onboarding and managed office equipment refreshes.","webcam, office, enterprise, fast-delivery, value"
P-0138,Razer Secure Webcam 112,Webcam,Razer,89.69,4.7,242,Umbrella Office Systems,7,48,Standard,"Razer webcam for enterprise procurement, team onboarding and managed office equipment refreshes.","webcam, office, enterprise, standard-delivery, high-rating"
P-0139,Microsoft Pro Webcam 113,Webcam,Microsoft,212.7,4.7,211,Umbrella Office Systems,9,36,ISO-Ready,"Microsoft webcam for enterprise procurement, team onboarding and managed office equipment refreshes.","webcam, office, enterprise, standard-delivery, high-rating"
P-0140,Logitech Essential Webcam 114,Webcam,Logitech,227.86,4.3,147,Northwind Office Supply,8,24,Enterprise,"Logitech webcam for enterprise procurement, team onboarding and managed office equipment refreshes.","webcam, office, enterprise, standard-delivery, value"
P-0141,Razer Secure Webcam 115,Webcam,Razer,87.57,4.8,198,Initech Corporate Supply,5,12,Enterprise,"Razer webcam for enterprise procurement, team onboarding and managed office equipment refreshes.","webcam, office, enterprise, fast-delivery, high-rating"
P-0142,Dell Plus Webcam 116,Webcam,Dell,93.57,4.2,228,Globex Workplace,9,48,ISO-Ready,"Dell webcam for enterprise procurement, team onboarding and managed office equipment refreshes.","webcam, office, enterprise, standard-delivery, value"
P-0143,Dell Team Webcam 117,Webcam,Dell,75.8,4.6,114,Northwind Office Supply,8,36,Business,"Dell webcam for enterprise procurement, team onboarding and managed office equipment refreshes.","webcam, office, enterprise, standard-delivery, high-rating"
P-0144,Razer Pro Webcam 118,Webcam,Razer,41.19,4.6,152,Initech Corporate Supply,4,36,Standard,"Razer webcam for enterprise procurement, team onboarding and managed office equipment refreshes.","webcam, office, enterprise, fast-delivery, high-rating"
P-0145,Anker Fleet Webcam 119,Webcam,Anker,155.69,4.4,249,Globex Workplace,3,36,Enterprise,"Anker webcam for enterprise procurement, team onboarding and managed office equipment refreshes.","webcam, office, enterprise, fast-delivery, high-rating"
P-0146,Logitech Secure Webcam 120,Webcam,Logitech,165.16,4.3,68,Umbrella Office Systems,8,12,Eco-Preferred,"Logitech webcam for enterprise procurement, team onboarding and managed office equipment refreshes.","webcam, office, enterprise, standard-delivery, value"
P-0147,Logitech Ultra Webcam 121,Webcam,Logitech,220.94,4.1,255,Initech Corporate Supply,8,48,Eco-Preferred,"Logitech webcam for enterprise procurement, team onboarding and managed office equipment refreshes.","webcam, office, enterprise, standard-delivery, value"
P-0148,Anker Essential Webcam 122,Webcam,Anker,231.74,4.6,22,Contoso Business Tech,12,12,Business,"Anker webcam for enterprise procurement, team onboarding and managed office equipment refreshes.","webcam, office, enterprise, standard-delivery, high-rating"
P-0149,Anker Plus Webcam 123,Webcam,Anker,47.57,4.4,211,Umbrella Office Systems,9,36,Enterprise,"Anker webcam for enterprise procurement, team onboarding and managed office equipment refreshes.","webcam, office, enterprise, standard-delivery, high-rating"
P-0150,Microsoft Ergo Webcam 124,Webcam,Microsoft,60.3,4.0,214,Globex Workplace,10,24,Eco-Preferred,"Microsoft webcam for enterprise procurement, team onboarding and managed office equipment refreshes.","webcam, office, enterprise, standard-delivery, value"
P-0151,Steelcase Ergo Office Chair 100,Office Chair,Steelcase,675.95,4.8,57,Umbrella Office Systems,11,48,Enterprise,"Steelcase office chair for enterprise procurement, team onboarding and managed office equipment refreshes.","office-chair, office, enterprise, standard-delivery, high-rating"
P-0152,FlexiSpot Ergo Office Chair 101,Office Chair,FlexiSpot,762.6,4.2,220,Northwind Office Supply,11,24,Business,"FlexiSpot office chair for enterprise procurement, team onboarding and managed office equipment refreshes.","office-chair, office, enterprise, standard-delivery, value"
P-0153,Steelcase Ultra Office Chair 102,Office Chair,Steelcase,187.63,4.7,210,Contoso Business Tech,1,36,Business,"Steelcase office chair for enterprise procurement, team onboarding and managed office equipment refreshes.","office-chair, office, enterprise, fast-delivery, high-rating"
P-0154,Herman Miller Team Office Chair 103,Office Chair,Herman Miller,361.53,3.9,63,Globex Workplace,7,24,Enterprise,"Herman Miller office chair for enterprise procurement, team onboarding and managed office equipment refreshes.","office-chair, office, enterprise, standard-delivery, value"
P-0155,Steelcase Team Office Chair 104,Office Chair,Steelcase,753.93,4.3,34,Contoso Business Tech,11,24,Standard,"Steelcase office chair for enterprise procurement, team onboarding and managed office equipment refreshes.","office-chair, office, enterprise, standard-delivery, value"
P-0156,Branch Essential Office Chair 105,Office Chair,Branch,220.09,4.8,8,Initech Corporate Supply,5,48,ISO-Ready,"Branch office chair for enterprise procurement, team onboarding and managed office equipment refreshes.","office-chair, office, enterprise, fast-delivery, high-rating"
P-0157,Branch Plus Office Chair 106,Office Chair,Branch,167.31,4.4,8,Contoso Business Tech,3,36,Eco-Preferred,"Branch office chair for enterprise procurement, team onboarding and managed office equipment refreshes.","office-chair, office, enterprise, fast-delivery, high-rating"
P-0158,Branch Plus Office Chair 107,Office Chair,Branch,743.43,4.1,126,Contoso Business Tech,2,12,Standard,"Branch office chair for enterprise procurement, team onboarding and managed office equipment refreshes.","office-chair, office, enterprise, fast-delivery, value"
P-0159,Branch Pro Office Chair 108,Office Chair,Branch,428.24,3.9,110,Fabrikam Procurement,3,12,Standard,"Branch office chair for enterprise procurement, team onboarding and managed office equipment refreshes.","office-chair, office, enterprise, fast-delivery, value"
P-0160,Herman Miller Essential Office Chair 109,Office Chair,Herman Miller,690.4,3.9,93,Fabrikam Procurement,3,24,Standard,"Herman Miller office chair for enterprise procurement, team onboarding and managed office equipment refreshes.","office-chair, office, enterprise, fast-delivery, value"
P-0161,Herman Miller Ultra Office Chair 110,Office Chair,Herman Miller,201.16,4.4,130,Umbrella Office Systems,1,48,ISO-Ready,"Herman Miller office chair for enterprise procurement, team onboarding and managed office equipment refreshes.","office-chair, office, enterprise, fast-delivery, high-rating"
P-0162,FlexiSpot Plus Office Chair 111,Office Chair,FlexiSpot,295.83,4.1,57,Contoso Business Tech,6,24,Eco-Preferred,"FlexiSpot office chair for enterprise procurement, team onboarding and managed office equipment refreshes.","office-chair, office, enterprise, standard-delivery, value"
P-0163,Herman Miller Secure Office Chair 112,Office Chair,Herman Miller,317.55,4.2,180,Globex Workplace,2,36,ISO-Ready,"Herman Miller office chair for enterprise procurement, team onboarding and managed office equipment refreshes.","office-chair, office, enterprise, fast-delivery, value"
P-0164,Herman Miller Secure Office Chair 113,Office Chair,Herman Miller,138.16,4.7,31,Fabrikam Procurement,1,24,Standard,"Herman Miller office chair for enterprise procurement, team onboarding and managed office equipment refreshes.","office-chair, office, enterprise, fast-delivery, high-rating"
P-0165,Steelcase Secure Office Chair 114,Office Chair,Steelcase,660.11,4.1,249,Initech Corporate Supply,6,48,Eco-Preferred,"Steelcase office chair for enterprise procurement, team onboarding and managed office equipment refreshes.","office-chair, office, enterprise, standard-delivery, value"
P-0166,Branch Pro Office Chair 115,Office Chair,Branch,333.0,3.9,87,Contoso Business Tech,9,24,Enterprise,"Branch office chair for enterprise procurement, team onboarding and managed office equipment refreshes.","office-chair, office, enterprise, standard-delivery, value"
P-0167,Branch Team Office Chair 116,Office Chair,Branch,361.58,4.6,246,Contoso Business Tech,6,48,Business,"Branch office chair for enterprise procurement, team onboarding and managed office equipment refreshes.","office-chair, office, enterprise, standard-delivery, high-rating"
P-0168,FlexiSpot Team Office Chair 117,Office Chair,FlexiSpot,249.79,4.1,231,Umbrella Office Systems,8,48,ISO-Ready,"FlexiSpot office chair for enterprise procurement, team onboarding and managed office equipment refreshes.","office-chair, office, enterprise, standard-delivery, value"
P-0169,Branch Secure Office Chair 118,Office Chair,Branch,146.3,4.5,31,Northwind Office Supply,1,36,Eco-Preferred,"Branch office chair for enterprise procurement, team onboarding and managed office equipment refreshes.","office-chair, office, enterprise, fast-delivery, high-rating"
P-0170,FlexiSpot Pro Office Chair 119,Office Chair,FlexiSpot,159.38,4.3,47,Northwind Office Supply,9,48,ISO-Ready,"FlexiSpot office chair for enterprise procurement, team onboarding and managed office equipment refreshes.","office-chair, office, enterprise, standard-delivery, value"
P-0171,FlexiSpot Secure Office Chair 120,Office Chair,FlexiSpot,330.96,4.0,147,Globex Workplace,4,24,Standard,"FlexiSpot office chair for enterprise procurement, team onboarding and managed office equipment refreshes.","office-chair, office, enterprise, fast-delivery, value"
P-0172,FlexiSpot Team Office Chair 121,Office Chair,FlexiSpot,292.85,4.1,37,Fabrikam Procurement,7,12,Standard,"FlexiSpot office chair for enterprise procurement, team onboarding and managed office equipment refreshes.","office-chair, office, enterprise, standard-delivery, value"
P-0173,Hon Ultra Office Chair 122,Office Chair,Hon,582.77,3.8,61,Initech Corporate Supply,9,36,Business,"Hon office chair for enterprise procurement, team onboarding and managed office equipment refreshes.","office-chair, office, enterprise, standard-delivery, value"
P-0174,FlexiSpot Plus Office Chair 123,Office Chair,FlexiSpot,260.14,3.9,232,Initech Corporate Supply,11,24,Standard,"FlexiSpot office chair for enterprise procurement, team onboarding and managed office equipment refreshes.","office-chair, office, enterprise, standard-delivery, value"
P-0175,Herman Miller Fleet Office Chair 124,Office Chair,Herman Miller,603.67,4.6,258,Globex Workplace,4,12,ISO-Ready,"Herman Miller office chair for enterprise procurement, team onboarding and managed office equipment refreshes.","office-chair, office, enterprise, fast-delivery, high-rating"
P-0176,HP Team Docking Station 100,Docking Station,HP,340.09,4.0,233,Initech Corporate Supply,3,24,Eco-Preferred,"HP docking station for enterprise procurement, team onboarding and managed office equipment refreshes.","docking-station, office, enterprise, fast-delivery, value"
P-0177,Lenovo Ultra Docking Station 101,Docking Station,Lenovo,334.8,4.8,29,Contoso Business Tech,12,24,Eco-Preferred,"Lenovo docking station for enterprise procurement, team onboarding and managed office equipment refreshes.","docking-station, office, enterprise, standard-delivery, high-rating"
P-0178,HP Fleet Docking Station 102,Docking Station,HP,114.32,4.1,32,Globex Workplace,2,12,Eco-Preferred,"HP docking station for enterprise procurement, team onboarding and managed office equipment refreshes.","docking-station, office, enterprise, fast-delivery, value"
P-0179,Dell Pro Docking Station 103,Docking Station,Dell,144.07,4.3,99,Umbrella Office Systems,5,48,Enterprise,"Dell docking station for enterprise procurement, team onboarding and managed office equipment refreshes.","docking-station, office, enterprise, fast-delivery, value"
P-0180,Lenovo Ergo Docking Station 104,Docking Station,Lenovo,284.72,4.0,227,Globex Workplace,12,12,Business,"Lenovo docking station for enterprise procurement, team onboarding and managed office equipment refreshes.","docking-station, office, enterprise, standard-delivery, value"
P-0181,Anker Pro Docking Station 105,Docking Station,Anker,103.67,4.5,13,Contoso Business Tech,5,24,Standard,"Anker docking station for enterprise procurement, team onboarding and managed office equipment refreshes.","docking-station, office, enterprise, fast-delivery, high-rating"
P-0182,Dell Essential Docking Station 106,Docking Station,Dell,184.32,4.7,68,Initech Corporate Supply,9,48,Enterprise,"Dell docking station for enterprise procurement, team onboarding and managed office equipment refreshes.","docking-station, office, enterprise, standard-delivery, high-rating"
P-0183,HP Pro Docking Station 107,Docking Station,HP,271.25,3.9,231,Fabrikam Procurement,10,36,Eco-Preferred,"HP docking station for enterprise procurement, team onboarding and managed office equipment refreshes.","docking-station, office, enterprise, standard-delivery, value"
P-0184,Dell Essential Docking Station 108,Docking Station,Dell,348.6,4.2,83,Umbrella Office Systems,10,24,Eco-Preferred,"Dell docking station for enterprise procurement, team onboarding and managed office equipment refreshes.","docking-station, office, enterprise, standard-delivery, value"
P-0185,CalDigit Essential Docking Station 109,Docking Station,CalDigit,110.08,4.7,108,Fabrikam Procurement,2,24,Enterprise,"CalDigit docking station for enterprise procurement, team onboarding and managed office equipment refreshes.","docking-station, office, enterprise, fast-delivery, high-rating"
P-0186,Dell Pro Docking Station 110,Docking Station,Dell,204.02,3.9,63,Northwind Office Supply,2,24,Enterprise,"Dell docking station for enterprise procurement, team onboarding and managed office equipment refreshes.","docking-station, office, enterprise, fast-delivery, value"
P-0187,Lenovo Team Docking Station 111,Docking Station,Lenovo,350.6,4.3,198,Umbrella Office Systems,4,36,Enterprise,"Lenovo docking station for enterprise procurement, team onboarding and managed office equipment refreshes.","docking-station, office, enterprise, fast-delivery, value"
P-0188,Anker Plus Docking Station 112,Docking Station,Anker,321.74,4.2,146,Contoso Business Tech,3,24,Enterprise,"Anker docking station for enterprise procurement, team onboarding and managed office equipment refreshes.","docking-station, office, enterprise, fast-delivery, value"
P-0189,HP Plus Docking Station 113,Docking Station,HP,79.8,4.4,103,Umbrella Office Systems,10,12,Standard,"HP docking station for enterprise procurement, team onboarding and managed office equipment refreshes.","docking-station, office, enterprise, standard-delivery, high-rating"
P-0190,Dell Ergo Docking Station 114,Docking Station,Dell,320.94,3.9,158,Northwind Office Supply,3,36,Business,"Dell docking station for enterprise procurement, team onboarding and managed office equipment refreshes.","docking-station, office, enterprise, fast-delivery, value"
P-0191,HP Plus Docking Station 115,Docking Station,HP,187.89,4.6,164,Umbrella Office Systems,7,48,Business,"HP docking station for enterprise procurement, team onboarding and managed office equipment refreshes.","docking-station, office, enterprise, standard-delivery, high-rating"
P-0192,HP Team Docking Station 116,Docking Station,HP,237.33,4.8,201,Contoso Business Tech,7,36,Business,"HP docking station for enterprise procurement, team onboarding and managed office equipment refreshes.","docking-station, office, enterprise, standard-delivery, high-rating"
P-0193,Anker Team Docking Station 117,Docking Station,Anker,168.18,4.0,176,Fabrikam Procurement,10,36,Business,"Anker docking station for enterprise procurement, team onboarding and managed office equipment refreshes.","docking-station, office, enterprise, standard-delivery, value"
P-0194,CalDigit Essential Docking Station 118,Docking Station,CalDigit,182.78,4.6,167,Contoso Business Tech,3,24,Eco-Preferred,"CalDigit docking station for enterprise procurement, team onboarding and managed office equipment refreshes.","docking-station, office, enterprise, fast-delivery, high-rating"
P-0195,Dell Fleet Docking Station 119,Docking Station,Dell,164.2,4.8,200,Umbrella Office Systems,4,12,ISO-Ready,"Dell docking station for enterprise procurement, team onboarding and managed office equipment refreshes.","docking-station, office, enterprise, fast-delivery, high-rating"
P-0196,Anker Secure Docking Station 120,Docking Station,Anker,264.34,4.3,205,Umbrella Office Systems,10,12,ISO-Ready,"Anker docking station for enterprise procurement, team onboarding and managed office equipment refreshes.","docking-station, office, enterprise, standard-delivery, value"
P-0197,HP Team Docking Station 121,Docking Station,HP,359.38,4.6,111,Fabrikam Procurement,7,24,Business,"HP docking station for enterprise procurement, team onboarding and managed office equipment refreshes.","docking-station, office, enterprise, standard-delivery, high-rating"
P-0198,Lenovo Ultra Docking Station 122,Docking Station,Lenovo,216.6,3.8,45,Umbrella Office Systems,8,24,Eco-Preferred,"Lenovo docking station for enterprise procurement, team onboarding and managed office equipment refreshes.","docking-station, office, enterprise, standard-delivery, value"
P-0199,Lenovo Team Docking Station 123,Docking Station,Lenovo,331.19,4.1,23,Northwind Office Supply,11,12,Eco-Preferred,"Lenovo docking station for enterprise procurement, team onboarding and managed office equipment refreshes.","docking-station, office, enterprise, standard-delivery, value"
P-0200,Anker Ultra Docking Station 124,Docking Station,Anker,152.68,4.8,134,Umbrella Office Systems,9,24,Business,"Anker docking station for enterprise procurement, team onboarding and managed office equipment refreshes.","docking-station, office, enterprise, standard-delivery, high-rating"
P-0201,Xerox Team Printer 100,Printer,Xerox,171.11,4.7,50,Contoso Business Tech,3,48,Standard,"Xerox printer for enterprise procurement, team onboarding and managed office equipment refreshes.","printer, office, enterprise, fast-delivery, high-rating"
P-0202,HP Fleet Printer 101,Printer,HP,255.49,4.6,250,Fabrikam Procurement,9,36,Business,"HP printer for enterprise procurement, team onboarding and managed office equipment refreshes.","printer, office, enterprise, standard-delivery, high-rating"
P-0203,HP Ultra Printer 102,Printer,HP,515.03,4.7,243,Northwind Office Supply,12,36,ISO-Ready,"HP printer for enterprise procurement, team onboarding and managed office equipment refreshes.","printer, office, enterprise, standard-delivery, high-rating"
P-0204,Epson Pro Printer 103,Printer,Epson,291.22,4.5,94,Globex Workplace,6,48,ISO-Ready,"Epson printer for enterprise procurement, team onboarding and managed office equipment refreshes.","printer, office, enterprise, standard-delivery, high-rating"
P-0205,Brother Team Printer 104,Printer,Brother,340.4,4.7,80,Contoso Business Tech,5,48,Enterprise,"Brother printer for enterprise procurement, team onboarding and managed office equipment refreshes.","printer, office, enterprise, fast-delivery, high-rating"
P-0206,Brother Pro Printer 105,Printer,Brother,387.47,4.5,117,Umbrella Office Systems,1,48,Business,"Brother printer for enterprise procurement, team onboarding and managed office equipment refreshes.","printer, office, enterprise, fast-delivery, high-rating"
P-0207,Epson Ergo Printer 106,Printer,Epson,197.64,4.3,123,Contoso Business Tech,12,48,Enterprise,"Epson printer for enterprise procurement, team onboarding and managed office equipment refreshes.","printer, office, enterprise, standard-delivery, value"
P-0208,HP Secure Printer 107,Printer,HP,252.71,4.4,227,Northwind Office Supply,3,36,Enterprise,"HP printer for enterprise procurement, team onboarding and managed office equipment refreshes.","printer, office, enterprise, fast-delivery, high-rating"
P-0209,HP Essential Printer 108,Printer,HP,245.02,4.6,226,Northwind Office Supply,2,36,Standard,"HP printer for enterprise procurement, team onboarding and managed office equipment refreshes.","printer, office, enterprise, fast-delivery, high-rating"
P-0210,Canon Essential Printer 109,Printer,Canon,361.35,4.2,93,Initech Corporate Supply,1,36,Standard,"Canon printer for enterprise procurement, team onboarding and managed office equipment refreshes.","printer, office, enterprise, fast-delivery, value"
P-0211,Epson Ergo Printer 110,Printer,Epson,475.03,4.7,67,Umbrella Office Systems,7,24,Standard,"Epson printer for enterprise procurement, team onboarding and managed office equipment refreshes.","printer, office, enterprise, standard-delivery, high-rating"
P-0212,Brother Ultra Printer 111,Printer,Brother,519.23,3.8,69,Umbrella Office Systems,6,24,Eco-Preferred,"Brother printer for enterprise procurement, team onboarding and managed office equipment refreshes.","printer, office, enterprise, standard-delivery, value"
P-0213,Xerox Ergo Printer 112,Printer,Xerox,437.07,4.3,18,Globex Workplace,4,24,Eco-Preferred,"Xerox printer for enterprise procurement, team onboarding and managed office equipment refreshes.","printer, office, enterprise, fast-delivery, value"
P-0214,HP Fleet Printer 113,Printer,HP,517.07,4.7,11,Initech Corporate Supply,2,24,ISO-Ready,"HP printer for enterprise procurement, team onboarding and managed office equipment refreshes.","printer, office, enterprise, fast-delivery, high-rating"
P-0215,Brother Ultra Printer 114,Printer,Brother,263.54,4.5,181,Initech Corporate Supply,1,36,ISO-Ready,"Brother printer for enterprise procurement, team onboarding and managed office equipment refreshes.","printer, office, enterprise, fast-delivery, high-rating"
P-0216,Xerox Essential Printer 115,Printer,Xerox,97.88,4.8,135,Umbrella Office Systems,3,36,Eco-Preferred,"Xerox printer for enterprise procurement, team onboarding and managed office equipment refreshes.","printer, office, enterprise, fast-delivery, high-rating"
P-0217,Xerox Team Printer 116,Printer,Xerox,378.8,4.3,75,Northwind Office Supply,11,36,Enterprise,"Xerox printer for enterprise procurement, team onboarding and managed office equipment refreshes.","printer, office, enterprise, standard-delivery, value"
P-0218,Brother Plus Printer 117,Printer,Brother,498.68,4.8,154,Northwind Office Supply,12,36,ISO-Ready,"Brother printer for enterprise procurement, team onboarding and managed office equipment refreshes.","printer, office, enterprise, standard-delivery, high-rating"
P-0219,Epson Essential Printer 118,Printer,Epson,119.25,4.7,223,Umbrella Office Systems,11,48,Business,"Epson printer for enterprise procurement, team onboarding and managed office equipment refreshes.","printer, office, enterprise, standard-delivery, high-rating"
P-0220,Brother Ultra Printer 119,Printer,Brother,465.28,4.4,184,Globex Workplace,1,24,ISO-Ready,"Brother printer for enterprise procurement, team onboarding and managed office equipment refreshes.","printer, office, enterprise, fast-delivery, high-rating"
P-0221,Canon Plus Printer 120,Printer,Canon,158.8,4.1,124,Initech Corporate Supply,7,36,Standard,"Canon printer for enterprise procurement, team onboarding and managed office equipment refreshes.","printer, office, enterprise, standard-delivery, value"
P-0222,Brother Fleet Printer 121,Printer,Brother,323.43,4.5,84,Globex Workplace,6,12,Standard,"Brother printer for enterprise procurement, team onboarding and managed office equipment refreshes.","printer, office, enterprise, standard-delivery, high-rating"
P-0223,Xerox Secure Printer 122,Printer,Xerox,161.67,4.7,109,Umbrella Office Systems,2,24,Eco-Preferred,"Xerox printer for enterprise procurement, team onboarding and managed office equipment refreshes.","printer, office, enterprise, fast-delivery, high-rating"
P-0224,Xerox Plus Printer 123,Printer,Xerox,448.61,4.2,152,Umbrella Office Systems,9,48,Enterprise,"Xerox printer for enterprise procurement, team onboarding and managed office equipment refreshes.","printer, office, enterprise, standard-delivery, value"
P-0225,Canon Essential Printer 124,Printer,Canon,366.71,4.3,140,Fabrikam Procurement,6,12,Enterprise,"Canon printer for enterprise procurement, team onboarding and managed office equipment refreshes.","printer, office, enterprise, standard-delivery, value"
P-0226,Xiaomi Secure Tablet 100,Tablet,Xiaomi,901.45,4.7,235,Contoso Business Tech,7,24,ISO-Ready,"Xiaomi tablet for enterprise procurement, team onboarding and managed office equipment refreshes.","tablet, office, enterprise, standard-delivery, high-rating"
P-0227,Lenovo Essential Tablet 101,Tablet,Lenovo,286.96,4.6,203,Initech Corporate Supply,11,12,Enterprise,"Lenovo tablet for enterprise procurement, team onboarding and managed office equipment refreshes.","tablet, office, enterprise, standard-delivery, high-rating"
P-0228,Samsung Ultra Tablet 102,Tablet,Samsung,706.1,4.0,198,Initech Corporate Supply,1,36,ISO-Ready,"Samsung tablet for enterprise procurement, team onboarding and managed office equipment refreshes.","tablet, office, enterprise, fast-delivery, value"
P-0229,Lenovo Plus Tablet 103,Tablet,Lenovo,528.25,3.8,81,Contoso Business Tech,10,24,Eco-Preferred,"Lenovo tablet for enterprise procurement, team onboarding and managed office equipment refreshes.","tablet, office, enterprise, standard-delivery, value"
P-0230,Lenovo Ultra Tablet 104,Tablet,Lenovo,863.82,4.1,136,Contoso Business Tech,10,48,Enterprise,"Lenovo tablet for enterprise procurement, team onboarding and managed office equipment refreshes.","tablet, office, enterprise, standard-delivery, value"
P-0231,Xiaomi Pro Tablet 105,Tablet,Xiaomi,934.9,4.0,246,Globex Workplace,12,48,Enterprise,"Xiaomi tablet for enterprise procurement, team onboarding and managed office equipment refreshes.","tablet, office, enterprise, standard-delivery, value"
P-0232,Microsoft Team Tablet 106,Tablet,Microsoft,547.75,4.4,118,Umbrella Office Systems,3,48,Standard,"Microsoft tablet for enterprise procurement, team onboarding and managed office equipment refreshes.","tablet, office, enterprise, fast-delivery, high-rating"
P-0233,Apple Ergo Tablet 107,Tablet,Apple,204.52,4.5,93,Contoso Business Tech,7,36,Eco-Preferred,"Apple tablet for enterprise procurement, team onboarding and managed office equipment refreshes.","tablet, office, enterprise, standard-delivery, high-rating"
P-0234,Microsoft Ultra Tablet 108,Tablet,Microsoft,426.94,4.6,81,Globex Workplace,2,36,ISO-Ready,"Microsoft tablet for enterprise procurement, team onboarding and managed office equipment refreshes.","tablet, office, enterprise, fast-delivery, high-rating"
P-0235,Xiaomi Team Tablet 109,Tablet,Xiaomi,953.81,4.5,76,Contoso Business Tech,4,24,Standard,"Xiaomi tablet for enterprise procurement, team onboarding and managed office equipment refreshes.","tablet, office, enterprise, fast-delivery, high-rating"
P-0236,Apple Ergo Tablet 110,Tablet,Apple,423.42,4.9,227,Umbrella Office Systems,6,36,Eco-Preferred,"Apple tablet for enterprise procurement, team onboarding and managed office equipment refreshes.","tablet, office, enterprise, standard-delivery, high-rating"
P-0237,Apple Pro Tablet 111,Tablet,Apple,698.31,4.6,26,Initech Corporate Supply,3,36,Standard,"Apple tablet for enterprise procurement, team onboarding and managed office equipment refreshes.","tablet, office, enterprise, fast-delivery, high-rating"
P-0238,Lenovo Ultra Tablet 112,Tablet,Lenovo,921.4,4.2,76,Northwind Office Supply,3,36,Standard,"Lenovo tablet for enterprise procurement, team onboarding and managed office equipment refreshes.","tablet, office, enterprise, fast-delivery, value"
P-0239,Xiaomi Secure Tablet 113,Tablet,Xiaomi,694.74,4.0,159,Globex Workplace,10,36,Eco-Preferred,"Xiaomi tablet for enterprise procurement, team onboarding and managed office equipment refreshes.","tablet, office, enterprise, standard-delivery, value"
